ar,de,تجلب,bring,täzhlib',فقط لا <em>تجلب</em> هذا الشيء معك.,"<em class=""both"">Bring</em> nur nicht dieses Ding mit.",,
ar,de,أَلَّتِي,der,,المرأة <em>التي</em> كنت أطاردها، لقد حصلنا على هاتفها.,"Wir haben das Handy <em class=""outlined"">der</em> Frau, hinter <em class=""both"">der</em> ich her war.",,
ar,de,حقيبتك,deine Tasche,,خذي <em>حقيبتك</em> و عودي إلى منزلك الآن,"Nimm <em class=""both"">deine Tasche</em> und geh nach Hause.",,
ar,de,هذا لي,das ist meins,,أعتقد ان <em>هذا لي</em>,"Ich glaube, <em class=""both"">das ist meins</em>.",,
ar,de,إلى أين نذهبُ؟,wohin gehen wir?,,لكن <em>الى أين نذهب ؟</em>,"Aber <em class=""both"">wohin gehen wir?</em>",,
ar,de,ماذا نحتاج أيضا?ماذا?,Was brauchen wir noch? Was?,madha nahtaj 'oid-oьn?,,,,
ar,de,لم يَعْمَلْ هذا.,Er hat das nicht getan.,"lam yaʿmal hāḏā  ",,,,
ar,de,ماذا قالَ لكَ ياسِرٌ؟,"Was hat er Ihnen gesagt, Sir?",madha qal lk yasirun?,,,,
ar,de,أنا فَعَلَ هذا.,Ich habe das getan.," fiʿalu hathā.",,,,
ar,de,"!إذْهَبي /!إِذْهَبْ",Los! /! Los geht’s,Mask./Fem,,,,
ar,de,هُنَا فوقَ,hier oben,huna fawqa,"<em>هنا فوق</em>, (سونيا)","<em class=""both"">Hier oben</em>, Sonja!",,
ar,de,هو فقط شاهدت الكثير.,Er hat viel zugesehen.,,,,,
ar,de,"أعطني
",gib mir,"  Artini   sa'yawrti statt sa'yawsil ankommen  Hal achtajeen braucense Hilfe???","<em>أعطني
</em>",<em>gib mir</em>,,
ar,de,سنحل,Wir lösen," sanahulu almushkila[-endung?].-dieses Problem                achtörch ela an ättä-äkkät.",<em>سنحل</em> هذهِ القضية من دون المحققين الخاصين,"<em class=""both"">Wir lösen</em> das Problem schon ohne Privatdetektiv.",,
ar,de,القواعد,Regeln,,حسناً، لقد غطينا جميع <em>القواعد</em>.,"Also gut, das waren alle <em class=""both"">Regeln</em>.",,
ar,de,اثنان من,vorher 2 von,min tilk,خذ <em>اثنان من</em> هذا قبل فعل <em>ذلك</em>.,nehmen Sie <em>vorher 2 von</em> denen.,اثنان من ذلك,https://www.google.com/search?q=arabisch+deutsch&client=firefox-b-d&sxsrf=AB5stBgYEihopHdDCSmEjNxWyuQIr86lGw%3A1689378489139&ei=ud6xZLCWCLuZi-gP8feriAY&oq=arabisch+de&gs_lp=Egxnd3Mtd2l6LXNlcnAiC2FyYWJpc2NoIGRlKgIIADIHECMYigUYJzIMECMYigUYExiABBgnMgwQIxiKBRgTGIAEGCcyCBAAGIAEGMsBMggQABiABBjLATIIEAAYgAQYywEyCBAAGIAEGMsBMggQABiABBjLATIIEAAYgAQYywEyCBAAGIAEGMsBSKAKUM4BWKACcAB4A5ABAZgBrgGgAfIBqgEDMS4xuAEByAEA-AEBwgIEEAAYR-IDBBgAIEGIBgGQBgg&sclient=gws-wiz-serp
ar,de,تذكر أن,Denk dran,Tazakar,"حسنا، فقط <em>تذكر أن</em> ""هذا""فلانتين","<em>Denk dran</em>, <em>dass</em> es Valentine ist.",,
ar,de,بالتأكيد,sicher,bitda-qit,نعم، <em>بالتأكيد</em>، كل ما تريد.,"Ja, <em class=""both"">sicher</em>, wie du willst.",,
ar,de,أنا أعتقد,ich glaube,Änä aa-taki'td      [naws'il lan älwagd] -wir nicht rechtz. ankommen.,أوه، <em>أنا أعتقد</em> أنني بحاجة إلى بعض الرعاية الطبية.,"Oh, <em class=""both"">ich glaube</em>, ich brauche einen Arzt.",,
ar,de,شيئا ما,irgendetwas,Shayä-mä,لكنه يفعل <em>شيئا ما</em>، صحيح ؟,"Doch <em class=""both"">irgendetwas</em> tut er, oder?",,
ar,de,المرة التالية,nächstes Mal,almarat altäliä            jääribb -versuchen,حسناً، <em>المرّة التالية</em> ستكون أسهل بكثير,"Naja, <em class=""both"">nächstes Mal</em> ist es einfacher.",,
ar,de,هو سيصل,er kommt,"Häl t'astatia än hadith Scanner,mf? -aktualisieren Äntä yajib an haddith Scanner,mf. -Musst aktu.		 Änä yajib an äthäb ela .. -Ich muss zum... gehen.	   häl ('änt) lays ladayk -?هل أنت ليس لديك سكانر änä äb-hath an hätha  -ich suche diese Nomen + aljädid =>neue.. ",نعم، <em>سيصل</em> عصر هذا اليوم.,"Ja, <em>er kommt</em> heute an.",,
ar,de,هل انت وجدت هذا؟,Hast du das gefunden?,wajädt hätha?,,,,
ar,de,"انا وجدت الجميع, و أنت؟","Ich habe alle gefunden, und du?"," ānā wäe-jädt äljamie,     wäjädna",,,,
ar,de,"من فضلك, أن تتصل__.",Bitte rufen Sie __an.,"Hä tastateea , än ta-ta-sil __.(gh-äьdäьn)",,,,
ar,de,كان من الصعب فهم للغايه.,Es war sehr schwer zu verstehen.,kan min äsäeb fähm lilroawjar.....,,,,
ar,de,تذكر أن,denk dran,Tazakar,"حسنا، فقط <em>تذكر أن</em> ""هذا""فلانتين","<em class=""both"">Denk dran</em>, <em>dass</em> es Valentine ist.",,
ar,de,أنا أحتاج إلى أن التحقق .,Ich muss es überprüfen.,änä achtörch ela an ättähaqaq.,,,,
ar,de,بعض,ein paar,baadt,,,,
ar,de,باستثناء,außer,biss-täth-nää,,,,
ar,de,الجميع,Alle,"Äl-jäe'mir     Kul =alles        ",,,,
ar,de,"أنت لا اضغط على الزر في الشارع أبداً ,من فضلك.",Auf der Straße drückst du nie den Knopf.,"Anta lä idrath' ala ther'e fi shaaeria abadan  ,min fadladik .",,,,
ar,de,الماضي,letzte,"Äl-maadi        ",,,,
ar,de,اضغط على الزر,Drück den Knopf," شيئا ما  etwas-",,,,
ar,de,أنا أستعمل,Ich benutze,Äntä tastach'dil,,,,
ar,de,انت تقود,du fährst,äntä t'aqoud,,,,
ar,de,عادة,normalerweise,äde-tьän,,,,
ar,de,بعد,nach,zeitlich          ala äl-wqagd  -rechtzeitig,,,,
ar,de,أبداً,nie,anderes=> ouch-rra   [ending],,,,
ar,de,اضغط,drücken Sie,Idrath ala there                 WVkostet=Käm tu-käl-if,,,,
ar,de,الجديد,neue,äl-jädīd,,,,
ar,de,سآخذه,ich nehme es,"Änä sa-ächothu. ",,,,
ar,de,أخرى,weitere,"=>andere<=   äl-ouch'ra ",,,,
ar,de,جرب,versuchen,jääribb   min fadalik järrib hazih ..                  Häl ladaykum haben sie,,,,
ar,de,المزيد,noch mehr,Älmaezid min.. => mehr...(Änä achtörch ela älmaezid min...),,,,
ar,de,انتظر,warten,warten =>  (t)antьaw(3)'r    sa'antьaw(3)'r  Futur:sa'antьaw(3)'r,,,,
ar,de,إنه ما زال هنا.,Er ist noch hier.," innahu mā zāl hunā.",,,,
ar,de,أنا أساعد,ich helfe,"    Kayf yumkinuni mousa -adataki??",,,,
ar,de,أنا ابحث,Ich gehe nur,=>ich suche<=   änä äb-hath an hätha  -ich suche diese,,,,
ar,de,آنا ذهبت,ich ging,Äthь-häb ela...[Al + Yassar/Alyamin] -Gehen sie..,,,,
ar,de,إنه ما زال يعمل.,Es funktioniert immer noch.,"     Innahu (Ma zal) y'amel.             rabotat' =>  (lä)(t)aa'mel",,,,
ar,de,سيئ,schlecht,"اmä rrra-indi fik-r'a -kkein ahung ",,,,
ar,de,صغير,klein,"   heathia ßari-gha(lil-roa-ja)   zu klein",,,,
de,ar,weil,لأن,,,,,
ru,de,на подходе,auf dem Weg,Ты придешь завтра?,"Всё, Джек уже <em>на подходе</em>.","Okay, Jack ist <em class=""both"">auf dem Weg</em>.",,
ru,de,Сомневаться,zweifeln,,,,,
ru,de,придет сюда,herkommt,,Если он <em>придет сюда</em> - он мой.,"Falls er <em class=""both"">herkommt</em>, ist er fällig.",,
ru,de,должен был сделать это,musstest es tun,,"Слушай, ты <em>должен был сделать это</em>.","Sieh mal, du <em>musstest es tun</em>.",,
ru,de,запомниться,in Erinnerung bleiben,,Не хочешь же ты <em>запомниться</em> так.,"So wollen Sie nicht <em class=""both"">in Erinnerung bleiben</em>.",,
ru,de,придете сюда,kämen,,"Вы говорили, что вы вряд ли <em>придете сюда</em> снова.","Sie sagten, Sie <em>kämen</em> nicht wieder.",,
ru,de,вышел,rausgekommen,,,,,
ru,de,заявили,behaupteten,,,,,
ru,de,какие-либо другие,irgendwelche anderen,,,,,
ru,de,"кроме ваших пакетов, сканировались?","außer Ihren Paketen, gescannt?",,,,,
ru,de,до сих пор,bisher,,,,,
ru,de,до сих пор не,immer noch nicht,,,,,
ru,de,ты сможешь,können Sie,,Тогда <em>ты сможешь</em> начать прощать себя.,"Danach <em>können Sie</em> anfangen, sich selbst zu vergeben.",,
ru,de,дело,Sache,,Да. Обед не большое <em>дело</em>.,"Ja, und ein Essen ist keine große <em>Sache</em>.",,
ru,de,везти,bringen,,Я не хочу <em>везти</em> тебя домой.,"Ich will dich nicht nach Hause <em class=""both"">bringen</em>.",,
ru,de,никакие,brauchen,,Больше нам не нужны <em>никакие</em> улики.,"Er ist alles, was wir <em>brauchen</em>.",,
ru,de,что то не так,irgendwas stimmt nicht,,"Гил, <em>что то не так</em>.","Gil, <em class=""both"">irgendwas stimmt nicht</em>.",,
ru,de,мы вообще,wir überhaupt,,зачем <em>мы вообще</em> сражались на войне?,"Guter Gott, warum sollten <em>wir überhaupt</em> einen Krieg führen?",,
ru,de,не сумев,Da er keine,,"<em>Не сумев</em> найти работу, он лишается средств к существованию и решает, что ему не по силам преодолеть сии тяготы бытия.","<em>Da er keine</em> Arbeit findet, durchlebt er eine schlimme Zeit, und glaubt, diese nicht länger ertragen zu können.",,
ru,de,от дома через поле до,vom Haus über das Feld bis,,,,,
ru,de,был все когда обычна!,alles war normal!,,,,,
ru,de,никто не станет,niemand würde,,,,,
ru,de,по-моему,meiner Meinung nach,,"И все равно, <em>по-моему</em>, вы совсем не правы.","Nun, <em class=""both"">meiner Meinung nach</em> sind Sie nicht der richtige Mann dafür.",,
ru,de,прежнему вообще не как городе,noch immer keine Stadt,,,,,
ru,de,находится,befindet sich,,,,,
ru,de,пропили все,all,,"Я там провела три месяца после того, как мой отец <em>пропил все</em> наши деньги.","Nun, ich war ungefähr drei Monate dort, nachdem mein Vater <em>all</em> unser Geld <em>versoffen hatte</em>.",,
ru,de,Что случилось с,was ist denn mit,,<em>Что случилось с</em> завтрашним днем?,"Warum, <em class=""both"">was ist denn mit</em> morgen?",,
ru,de,куда еще ринулись на украину? сами бы там перевари.,Wo sonst eilten sie in die Ukraine? Dort würden sie passieren.,запизделись=beschissen! Wo sonst   sind   sie in die Ukraine geeilt? Verdau es selbst.,,,,
ru,de,что нихуя нет в россии.. не ебется блять!,"Russland ist mir scheißegal, das ist mir scheißegal!",,,,,
ru,de,"половина нашей техники ,. i убьют,","Die Hälfte unserer Technik, ich werde töten,",,,,,
ru,de,ты там останешься лежат блядь.,Du wirst dort bleiben.,,,,,
ru,de,Похоже на один ..ниводна конец!,Sieht aus wie eine. Es ist vorbei!,Kein ende (nehmen),,,,
ru,de,кто-то не хочет?,Wer will das nicht?,,,,,
ru,de,"Камуфляж, морочить и отъебись!","Tarn dich, verpiss dich!",,,,,
ru,de,"Камуфляж, обмануть и отъебись!","Tarnen, betrügen und verpissen!",,,,,
ru,de,"Помимо этого,",Außerdem,,<em>Помимо этого</em> мне приходится работать в издательстве.,"<em class=""both"">Außerdem</em> muss ich ja tagsüber in den Verlag.",,
ru,de,вероятный,wahrscheinlich,"""wahrscheinliche, voraussichtlich""","""Другой сценарий - почти настолько же <em>вероятный</em>, как и Лейбористская коалиция - это слабое и нестабильное правительство во главе с Консерваторами.""","""Ein anderes Szenario - ebenso <em>wahrscheinlich</em> wie eine von Labour angeführte Koalition - ist eine schwache und instabile konservative Regierung.""",,
ru,de,помнить,erinnern,"""nicht vergessen, daran denken""","""Все, что они считали важным <em>помнить</em>.""","""Woran immer sie dachten, was wichtig genug wäre, um sich daran zu <em>erinnern</em>.""",,
ru,de,положу,Leg,"""stelle, Ich lege""","""Просто положи его под подушку, а я потом <em>положу</em> туда доллар.""","""<em>Leg</em> ihn unters Kopfkissen... und ich <em>leg</em> später $1 hin.""",,
ru,de,приходит,kommt,"""kommen, kam""","""Потом он <em>приходит</em> домой и говорит, что устал.""","""Und dann <em>kommt</em> er nach Hause und sagt er wäre müde.""",,
ru,de,бросать,werfen,"""verlassen, aufgeben""","""Жаль, что <em>бросать</em> не умеешь.""","""Zu schade, dass du nicht <em>werfen</em> kannst.""",,
ru,de,умею,weiß,"""gut, darin""","""Я всего лишь <em>умею</em> копать туннели.""","""Ich <em>weiß</em> nur, wie man Tunnel gräbt.""",,
ru,de,"""К сожалению""",leider,"""unglücklicherweise, bedauerlicherweise""","""<em>К сожалению</em>, риски осуществления этого действия не менее очевидны.""","""Die Risiken, die sich daraus ergeben, sind <em>leider</em> nicht weniger offensichtlich.""",,
ru,de,выглядит,aussieht,"""sieht aus, scheint""","""Трудно описать, как это <em>выглядит</em>.""","""Es ist schwer zu beschreibn wie es an einem solchen Ort <em>aussieht</em>.""",,
ru,de,беру,nehme,"""nehm, bekomme""","""Я <em>беру</em> этот шар голубой энергии и передаю тебе...""","""Ich <em>nehme</em> diesen Ball aus blauer Energie und ich gebe ihn...""",,
ru,de,дороже,wert,"""teuer, aufwendig""","""Это будет стоить <em>дороже</em>, если я продам земельным участком.""","""Als leeres Grundstück ist es mehr <em>wert</em>.""",,
ru,de,озеро,See,"""Lake, Teich""","""Патрульные обыскали эти леса и это маленькое <em>озеро</em>.""","""Nun, die Trooper durchsuchten diesen Wald und diesen kleinen <em>See</em>.""",,
ru,de,море,Meer,"""See, Seegang""","""Гринды предпочитают открытое <em>море</em> и лишь изредка встречаются у побережья.""","""Grindwale bevorzugen das offene <em>Meer</em> und sind nur selten in Küstennähe zu finden.""",,
ru,de,"""беру свои слова обратно""",ich nehme alles zurück,"""брать imperfektive,взять perf..(я возьму)""","""<em>Беру свои слова обратно</em>.""","""Oh, <em>ich nehme alles zurück</em>.""",,
ru,de,"""слишком рано""",zu früh,"""allzufrüh, zu schnell""","""Мы забыли, что ещё <em>слишком рано</em>.""","""Wir hatten vergessen, dass es <em>zu früh</em> war.""",,
ru,de,вперед,vorwärts,"""vorwärts, nach vorne""","""Я лишь пытаюсь сделать шаг <em>вперед</em>.""","""Genau. Naja, ich versuche ja nur einen Schritt <em>vorwärts</em> zu machen.""",,
ru,de,долгий,lang,"""lange, weit""","""Да. И это не <em>долгий</em> и постепенный мирный процесс.""","""Und das ist kein <em>lang</em> angelegter Friedensprozess.""",,
ru,de,самых,besten,"""besten, schönsten""","""Это одно из твоих <em>самых</em> лучших...""","""Das gehört zu deinen <em>besten</em>, äh, und auch schlimmsten Eigenschaften.""",,
ru,de,легко,einfach,"""einfach, problemlos""","""Не всегда <em>легко</em> узнать настоящее лицо человека.""","""Ja, es ist nicht immer <em>einfach</em>, den wahren Menschen zu sehen.""",,
ru,de,дешевле,billiger,"""weniger, billig""","""Сказала, что самой покупать <em>дешевле</em>.""","""Sie meinte, es sei <em>billiger</em>, wenn sie's sich selber kauft.""",,
ru,de,особенно,besonders,"""vor allem, insbesondere""","""Нет ничего опаснее <em>особенно</em> для старика.""","""Es gibt nichts, was gefährlicher ist <em>besonders</em> für einen alten Mann.""",,
ru,de,между,zwischen,"""unter, dazwischen""","""Можно сказать <em>между</em> одиннадцатью и половиной двенадцатого.""","""Also dann, sagen wir <em>zwischen</em> 11 und halb 12? - Ja.""",,
ru,de,посмотрю,mal sehen,"Genitiv: auf -я ,й : зданиев,музеев(einschub -e -o)   Feminina auf -а: -/ (река)	 			 Mask hart: -ов ","Пойду, <em>посмотрю</em> как там Кларк.","Ich will <em>mal sehen</em>, wie es bei Clark läuft.",,
ru,de,"""одна из лучших""",eine der besten,один/одна/одно/одни + из + Superlativ und Nomen im Genitiv Plural,"""Она <em>одна из лучших</em> певиц с которой я когда-либо работал.""","""Sie ist <em>eine der besten</em> Sängerinnen, mit denen ich je zusammengearbeitet habe.""",,
ru,de,попробуйте,versuchen Sie,перехотел-etw.nivht mehr wollen,"""При возникновении этой неполадки в дальнейшем <em>попробуйте</em> перезапустить компьютер.""","""Falls Sie weitere Probleme bemerken, <em>versuchen Sie</em> Ihren Rechner neu zu starten.""",,
ru,de,того человека,diesen Mann,один/одна/одно/одни + из plus Superlativ (Adj.) und Substantiv im Genitiv Plural,"Невероятно было то, что ты сделала для <em>того человека</em>.","Was du für <em>diesen Mann</em> getan hast, ist unglaublich.",,
ru,de,далеко от,weit weg von,"год-у  (bei в/на),e bei 'o': -е  ;Sonderregeln Präp. угол	на /в углу	при угле 	на /в шкафу	при шкафу.      в лесу	о лесе                 саду","Береза слишком <em>далеко от</em> дома, чтобы хоть как-то навредить.","Der Baum steht viel zu <em class=""both"">weit weg von</em> ihrem Haus.",,
ru,de,кто мог бы,die etwas," Вы не могли бы её поставить туда?","Я ищу кого-нибудь, <em>кто мог бы</em> знать вот эту женщину.","Ich suche Leute, <em>die etwas</em> über diese Frau wissen.",,
ru,de,"""во время""",während,"""bei, beim""","""Нельзя угадать как именно всё повернётся <em>во время</em> побега.""","""Es ist nicht abzusehen, wie das alles ablaufen wird, <em>während</em> des Ausbruchs.""",,
ru,de,летать,fliegen,"""fliegen lassen, schweben""","""Скоро ты сможешь <em>летать</em>, когда захочешь.""","""In ein paar Monaten kannst du <em>fliegen</em>, wann immer du willst.""",,
ru,de,должны были,sollten,ربما ru-ba-mä vielleicht,Мы <em>должны были</em> встретиться в 10.,"Wir <em class=""both"">sollten</em> uns um 22:00 treffen.",,
ru,de,разный,unterschiedlich,разное,У них очень <em>разный</em> характер.,"Sie sind ganz <em class=""both"">unterschiedlich</em>.",,
ru,de,поставь,stell,"""Я поставлю /я положу его""","""Когда допьёшь бутылку, <em>поставь</em> её на землю.""","""Wenn du fertig bist, <em>stell</em> die Flasche zurück.""",,
ru,de,пещера,Höhle,"""Grotte, Kaverne""","""В святилище, рядом с водопадом, есть небольшая <em>пещера</em>.""","""Am Zufluchtsort, neben dem Wasserfall, gibt es eine kleine <em>Höhle</em>.""",,
ru,de,Область,Bereich,"""Gebiet, Region""","""<em>Область</em> окна справа от полей Имя:, Пароль: и Тип сеанса: может быть использована для отображения какого- либо рисунка или аналоговых часов.""","""(Optional) ein <em>Bereich</em> rechts oder über <em>Bereich</em> zur Authentifizierung, der für die Anzeige eines Bildes oder einer Analoguhr verwendet werden kann.""",,
ru,de,кладу,lege,"""platziere, stopfe""","""Ладно, Кобб, я <em>кладу</em> пистолет.""","""Okay, Cobb, Ich <em>lege</em> meine Waffe auf den Boden.""",,
ru,de,неизвестный,Unbekannte,"""Täter, unbekannt""","""Этот <em>неизвестный</em> персонаж заставил меня создать Кению.""","""Dieser <em>Unbekannte</em> zwang mich dazu, Kenya zu bauen.""",,
ru,de,вовремя,rechtzeitig,"""pünktlich, spät""","""Врачи могли бы <em>вовремя</em> остановить кровотечение.""","""Die Ärzte hätten in der Lage sein können die Blutung <em>rechtzeitig</em> zu stoppen.""",,
ru,de,короче,kurz,"""kürzer, jedenfalls""","""Но ведь <em>короче</em> они бы были милее, нет разве?""","""Aber <em>kurz</em> wäre es hübscher, oder?""",,
ru,de,подходящий,richtig,"""passende, passend""","""Блэр, если ты хочешь носить одежду, созданную мной, хотя бы скажи мне, чтобы мы могли подобрать <em>подходящий</em> размер.""","""Blair, wenn du eins von meinen Entwürfen trägst, sage mir, damit wir es zumindest <em>richtig</em> anpassen können.""",,
ru,de,"""что с ними делать""",was ich damit machen soll,"""verbraten, was ich damit soll""","""Ну, мне бы это помогло, потому, что я не знаю, <em>что с ними делать</em>.""","""Es würde mir helfen, denn ich weiß echt nicht, <em>was ich damit machen soll</em>.""",,
ru,de,крошечный,winzig,"""kleine, kleinen""","""Такой <em>крошечный</em>, я боюсь повредить его""","""Es ist so <em>winzig</em>, ich habe Angst ich könnte es zerquetschen.""",,
ru,de,зиму,Winter,"""Zim, Schnee""","""Лишь половина прибывших пережила тяжелую первую <em>зиму</em>.""","""Die Hälfte der Neuankömmlinge überlebte den ersten <em>Winter</em> nicht.""",,
ru,de,"""то же самое""",dasselbe,"""gleiche, genauso""","""Каждый в твоём положении говорит <em>то же самое</em>.""","""Jede Person, die jetzt an deiner Stelle steht, sagt <em>dasselbe</em>.""",,
ru,de,обязательно,unbedingt,"""nötig, zwangsläufig""","""Лейтенант, есть что-то что вы должны <em>обязательно</em> увидить.""","""Lieutenant, das ist etwas, was Sie sich <em>unbedingt</em> ansehen sollten.""",,
ru,de,"""Я починю ее за пять минут.""",Ich repariere es in fünf Minuten.,('pachinu'),"""<em>Я починю ее за пять минут.</em>""","""<em>Ich repariere es in fünf Minuten.</em>""",,
ru,de,ищут,suchen nach,"""sucht, auf der Suche nach""","""Бегемоты <em>ищут</em> облегчения где только возможно.""","""Flusspferde <em>suchen nach</em> jeder Erleichterung die sie bekommen.""",,
ru,de,до того как,bevor,connect 2parts ( before that ),Я сегодня ушла <em>до того как</em> она проснулась.,"""Ich bin heute morgen gegangen, <em>bevor</em> sie aufgestanden ist.""",,
ru,de,ни одного,keinen einzigen,"""kein einziges, kein einziger""",Я не могу найти <em>ни одного</em> приличного отпечатка пальцев.,"""Ich konnte <em>keinen einzigen</em> Fingerabdruck finden.""",,
ru,de,вчерашний,von gestern,"""gestrig, gestrige""","""Поэтому <em>вчерашний</em> (предкризисный) мир снова воскрешается.""","""Also wird die Welt <em>von gestern</em> (von vor der Krise) wiederbelebt.""",,
ru,de,"""я знаю кое-кого""",ich kenne jemanden,"""Ich kenne da jemanden""","""Но <em>я знаю кое-кого</em>, кто заслужил.""","""Aber... <em>ich kenne jemanden</em>, der es hat.""",,
